Symbol,Security Name,Exchange,ETF
F,Ford Motor Company Common Stock,NYSE,N
FA,First Advantage Corporation - Common Stock,NASDAQ,N
FABC,"Fabric.AI, Inc. - Common Stock",NASDAQ,N
FAC,Factorial Energy Inc. - Class A Common Stock,NASDAQ,N
FAF,First American Corporation (New) Common Stock,NYSE,N
FANG,"Diamondback Energy, Inc. - Common Stock",NASDAQ,N
FAST,Fastenal Company - Common Stock,NASDAQ,N
FATE,"Fate Therapeutics, Inc. - Common Stock",NASDAQ,N
FATN,"FatPipe, Inc. - common stock",NASDAQ,N
FBIN,"Fortune Brands Innovations, Inc. Common Stock",NYSE,N
FBIO,"Fortress Biotech, Inc. - Common Stock",NASDAQ,N
FBIZ,"First Business Financial Services, Inc. - Common Stock",NASDAQ,N
FBK,FB Financial Corporation Common Stock,NYSE,N
FBLA,"FB Bancorp, Inc. - Common Stock",NASDAQ,N
FBLG,"FibroBiologics, Inc. - Common Stock",NASDAQ,N
FBNC,First Bancorp - Common Stock,NASDAQ,N
FBP,First BanCorp. New Common Stock,NYSE,N
FBRT,"Franklin BSP Realty Trust, Inc. Common Stock",NYSE,N
FBRX,"Forte Biosciences, Inc.  - Common Stock",NASDAQ,N
FBYD,"Falcon's Beyond Global, Inc. - Class A Common Stock",NASDAQ,N
FC,Franklin Covey Company Common Stock,NYSE,N
FCAP,"First Capital, Inc. - Common Stock",NASDAQ,N
FCBC,"First Community Bankshares, Inc. - Common Stock",NASDAQ,N
FCBM,"First Carolina Financial Services, Inc. Common Stock",NYSE,N
FCCO,First Community Corporation - Common Stock,NASDAQ,N
FCEL,"FuelCell Energy, Inc. - Common Stock",NASDAQ,N
FCF,First Commonwealth Financial Corporation Common Stock,NYSE,N
FCFS,"FirstCash Holdings, Inc. - Common Stock",NASDAQ,N
FCN,"FTI Consulting, Inc. Common Stock",NYSE,N
FCNCA,"First Citizens BancShares, Inc. - Class A Common Stock",NASDAQ,N
FCPT,"Four Corners Property Trust, Inc. Common Stock",NYSE,N
FCUV,Focus Universal Inc. - Common Stock,NASDAQ,N
FCX,"Freeport-McMoRan, Inc. Common Stock",NYSE,N
FDBC,"Fidelity D & D Bancorp, Inc. - Common Stock",NASDAQ,N
FDMT,"4D Molecular Therapeutics, Inc. - Common Stock",NASDAQ,N
FDS,FactSet Research Systems Inc. Common Stock,NYSE,N
FDSB,"Fifth District Bancorp, Inc. - Common Stock",NASDAQ,N
FDX,FedEx Corporation Common Stock,NYSE,N
FDXF,"FedEx Freight Holding Company, Inc. Common Stock",NYSE,N
FE,FirstEnergy Corp. Common Stock,NYSE,N
FEAM,"5E Advanced Materials, Inc. - Common Stock",NASDAQ,N
FEED,"ENvue Medical, Inc. - Common Stock",NASDAQ,N
FEIM,"Frequency Electronics, Inc. - Common Stock",NASDAQ,N
FELE,"Franklin Electric Co., Inc. - Common Stock",NASDAQ,N
FEMY,Femasys Inc. - Common Stock,NASDAQ,N
FENC,Fennec Pharmaceuticals Inc. - Common Stock,NASDAQ,N
FERG,Ferguson Enterprises Inc. Common Stock,NYSE,N
FET,"Forum Energy Technologies, Inc. Common Stock",NYSE,N
FFAI,Faraday Future Intelligent Electric Inc. - Class A Common Stock,NASDAQ,N
FFBC,First Financial Bancorp. - Common Stock,NASDAQ,N
FFIN,"First Financial Bankshares, Inc. - Common Stock",NASDAQ,N
FFIV,"F5, Inc. - Common Stock",NASDAQ,N
FG,"F&G Annuities & Life, Inc. Common Stock",NYSE,N
FGBI,"First Guaranty Bancshares, Inc. - Common Stock",NASDAQ,N
FGMC,FG Merger II Corp. - Common stock,NASDAQ,N
FGNX,FG Nexus Inc. - Common Stock,NASDAQ,N
FHB,"First Hawaiian, Inc. - Common Stock",NASDAQ,N
FHI,"Federated Hermes, Inc. Common Stock",NYSE,N
FHN,First Horizon Corporation Common Stock,NYSE,N
FHTX,Foghorn Therapeutics Inc. - Common Stock,NASDAQ,N
FIBK,"First Interstate BancSystem, Inc. - Common Stock",NASDAQ,N
FICO,Fair Isaac Corporation Common Stock,NYSE,N
FIEE,"FiEE, Inc - Common Stock",NASDAQ,N
FIG,"Figma, Inc. Class A Common Stock",NYSE,N
FIGR,"Figure Technology Solutions, Inc. - Class A Common Stock",NASDAQ,N
FIGS,"FIGS, Inc. Class A Common Stock",NYSE,N
FINW,FinWise Bancorp - Common Stock,NASDAQ,N
FIP,FTAI Infrastructure Inc. - Common Stock,NASDAQ,N
FIRY,Firy Inc. Class A Common Stock,NYSE,N
FIS,"Fidelity National Information Services, Inc. Common Stock",NYSE,N
FISI,"Financial Institutions, Inc. - Common Stock",NASDAQ,N
FISN,"Deep Fission, Inc. - Common Stock",NASDAQ,N
FISV,"Fiserv, Inc. - Common Stock",NASDAQ,N
FITB,Fifth Third Bancorp Common Stock,NYSE,N
FIVE,"Five Below, Inc. - Common Stock",NASDAQ,N
FIVN,"Five9, Inc. - Common Stock",NASDAQ,N
FIX,"Comfort Systems USA, Inc. Common Stock",NYSE,N
FIZZ,National Beverage Corp. - Common Stock,NASDAQ,N
FKWL,Franklin Wireless Corp. - common stock,NASDAQ,N
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock,NYSE,N
FLD,"Fold Holdings, Inc. - Class A Common Stock",NASDAQ,N
FLG,"Flagstar Bank, N.A. Common Stock",NYSE,N
FLGT,"Fulgent Genetics, Inc. - Common Stock",NASDAQ,N
FLL,"Full House Resorts, Inc. - Common Stock",NASDAQ,N
FLNA,"Filana Therapeutics, Inc. - Common Stock",NASDAQ,N
FLNC,"Fluence Energy, Inc. - Class A Common Stock",NASDAQ,N
FLNT,"Fluent, Inc. - Common Stock",NASDAQ,N
FLO,"Flowers Foods, Inc. Common Stock",NYSE,N
FLOC,Flowco Holdings Inc. Class A Common Stock,NYSE,N
FLR,Fluor Corporation Common Stock,NYSE,N
FLS,Flowserve Corporation Common Stock,NYSE,N
FLUX,"Flux Power Holdings, Inc. - Common Stock",NASDAQ,N
FLWS,"1-800-FLOWERS.COM, Inc. - Class A Common Stock",NASDAQ,N
FLXS,"Flexsteel Industries, Inc. - Common Stock",NASDAQ,N
FLY,Firefly Aerospace Inc. - Common Stock,NASDAQ,N
FLYE,"Fly-E Group, Inc. - Common Stock",NASDAQ,N
FLYW,Flywire Corporation - Voting Common Stock,NASDAQ,N
FLZH,"Flash Sports & Media Holdings, Inc. - Common Stock",NASDAQ,N
FMAO,"Farmers & Merchants Bancorp, Inc. - Common Stock",NASDAQ,N
FMBH,"First Mid Bancshares, Inc. - Common Stock",NASDAQ,N
FMC,FMC Corporation Common Stock,NYSE,N
FMNB,Farmers National Banc Corp. - Common Stock,NASDAQ,N
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,NYSE,N
FNB,F.N.B. Corporation Common Stock,NYSE,N
FND,"Floor & Decor Holdings, Inc. Common Stock",NYSE,N
FNF,"Fidelity National Financial, Inc. Common Stock",NYSE,N
FNGR,"FingerMotion, Inc. - common stock",NASDAQ,N
FNKO,"Funko, Inc. - Class A Common Stock",NASDAQ,N
FNLC,"First Bancorp, Inc (ME) - Common Stock",NASDAQ,N
FNRN,First Northern Community Bancorp - Common stock,NASDAQ,N
FNWB,First Northwest Bancorp - Common Stock,NASDAQ,N
FNWD,Finward Bancorp - common stock,NASDAQ,N
FOA,Finance of America Companies Inc. Class A Common Stock,NYSE,N
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc. Common Stock",NYSE,N
FOR,Forestar Group Inc Common Stock ,NYSE,N
FORM,"FormFactor, Inc. - Common Stock",NASDAQ,N
FORR,"Forrester Research, Inc. - Common Stock",NASDAQ,N
FOSL,"Fossil Group, Inc. - Common Stock",NASDAQ,N
FOUR,"Shift4 Payments, Inc. Class A Common Stock",NYSE,N
FOX,Fox Corporation - Class B Common Stock,NASDAQ,N
FOXA,Fox Corporation - Class A Common Stock,NASDAQ,N
FOXF,Fox Factory Holding Corp. - Common Stock,NASDAQ,N
FOXX,Foxx Development Holdings Inc. - Common Stock,NASDAQ,N
FPI,Farmland Partners Inc. Common Stock,NYSE,N
FPS,"Forgent Power Solutions, Inc. Class A Common Stock",NYSE,N
FR,"First Industrial Realty Trust, Inc. Common Stock",NYSE,N
FRA,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,NYSE,N
FRAF,Franklin Financial Services Corporation - Common Stock,NASDAQ,N
FRBA,First Bank  - Common Stock,NASDAQ,N
FRBT,"Forbright, Inc. - Class A Common Stock",NASDAQ,N
FRD,Friedman Industries Inc. - Common Stock,NASDAQ,N
FRHC,Freedom Holding Corp. - Common Stock,NASDAQ,N
FRME,First Merchants Corporation - Common Stock,NASDAQ,N
FRMI,Fermi Inc. - Common Stock,NASDAQ,N
FRMM,"Forum Markets, Incorporated - Common Stock",NASDAQ,N
FRPH,"FRP Holdings, Inc. - Common Stock",NASDAQ,N
FRPT,"Freshpet, Inc. - Common Stock",NASDAQ,N
FRSH,Freshworks Inc. - Class A Common Stock,NASDAQ,N
FRST,Primis Financial Corp. - Common Stock,NASDAQ,N
FRT,Federal Realty Investment Trust Common Stock,NYSE,N
FRVO,Fervo Energy Company - Class A common stock,NASDAQ,N
FSBC,Five Star Bancorp - Common Stock,NASDAQ,N
FSBW,"FS Bancorp, Inc. - Common Stock",NASDAQ,N
FSCO,FS Credit Opportunities Corp. Common Stock,NYSE,N
FSEA,"First Seacoast Bancorp, Inc. - Common Stock",NASDAQ,N
FSK,FS KKR Capital Corp. Common Stock,NYSE,N
FSLR,"First Solar, Inc. - Common Stock",NASDAQ,N
FSLY,"Fastly, Inc. - Class A Common Stock",NASDAQ,N
FSS,Federal Signal Corporation Common Stock,NYSE,N
FSTR,L.B. Foster Company - Common Stock,NASDAQ,N
FSUN,FirstSun Capital Bancorp - Common Stock,NASDAQ,N
FT,Franklin Universal Trust Common Stock,NYSE,N
FTAI,FTAI Aviation Ltd. - Common Stock,NASDAQ,N
FTCI,"FTC Solar, Inc. - Common Stock",NASDAQ,N
FTDR,"Frontdoor, Inc. - Common Stock",NASDAQ,N
FTEK,"Fuel Tech, Inc. - Common Stock",NASDAQ,N
FTFT,Future FinTech Group Inc. - Common Stock,NASDAQ,N
FTH,"Faeth Therapeutics, Inc.  - Common Stock",NASDAQ,N
FTHM,Fathom Holdings Inc. - Common Stock,NASDAQ,N
FTHY,First Trust High Yield Opportunities 2027 Term Fund Common Stock,NYSE,N
FTK,"Flotek Industries, Inc. Common Stock",NYSE,N
FTLF,"FitLife Brands, Inc. - Common Stock",NASDAQ,N
FTNT,"Fortinet, Inc. - Common Stock",NASDAQ,N
FTRE,Fortrea Holdings Inc. - Common Stock,NASDAQ,N
FTV,Fortive Corporation Common Stock ,NYSE,N
FTW,Presidio Production Company Class A Common Stock,NYSE,N
FTW.W,"Presidio Production Company Warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share",NYSE,N
FUBO,FuboTV Inc. Class A Common Stock,NYSE,N
FUL,H. B. Fuller Company Common Stock,NYSE,N
FULC,"Fulcrum Therapeutics, Inc. - Common Stock",NASDAQ,N
FULT,Fulton Financial Corporation - Common Stock,NASDAQ,N
FUN,Six Flags Entertainment Corporation Common Stock New,NYSE,N
FUNC,First United Corporation - Common Stock,NASDAQ,N
FUSB,"First US Bancshares, Inc. - Common Stock",NASDAQ,N
FUSE,Fusemachines Inc. - Common stock,NASDAQ,N
FVCB,"FVCBankcorp, Inc. - Common Stock",NASDAQ,N
FVR,"FrontView REIT, Inc. Common Stock",NYSE,N
FWDI,"Forward Industries, Inc. - Common Stock",NASDAQ,N
FWONA,Liberty Media Corporation - Series A Liberty Formula One Common Stock,NASDAQ,N
FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,NASDAQ,N
FWRD,Forward Air Corporation - Common Stock,NASDAQ,N
FWRG,"First Watch Restaurant Group, Inc. - Common Stock",NASDAQ,N
FXNC,First National Corporation - Common Stock,NASDAQ,N
G,Genpact Limited Common Stock,NYSE,N
GAB,"Gabelli Equity Trust, Inc. (The) Common Stock",NYSE,N
GABC,"German American Bancorp, Inc. - Common Stock",NASDAQ,N
GAIA,"Gaia, Inc. - Class A Common Stock",NASDAQ,N
GALT,Galectin Therapeutics Inc. - Common Stock,NASDAQ,N
GAM,"General American Investors, Inc. Common Stock",NYSE,N
GAME,"GameSquare Holdings, Inc. - Common stock",NASDAQ,N
GANX,"Gain Therapeutics, Inc. - Common Stock",NASDAQ,N
GAP,"Gap, Inc. (The) Common Stock",NYSE,N
GASS,"StealthGas, Inc. - common stock",NASDAQ,N
GATX,GATX Corporation Common Stock,NYSE,N
GBCI,"Glacier Bancorp, Inc. Common Stock",NYSE,N
GBFH,GBank Financial Holdings Inc. - Common Stock,NASDAQ,N
GBTG,"Global Business Travel Group, Inc. Class A Common Stock",NYSE,N
GBX,"Greenbrier Companies, Inc. (The) Common Stock",NYSE,N
GCBC,"Greene County Bancorp, Inc. - Common Stock",NASDAQ,N
GCMG,GCM Grosvenor Inc. - Class A Common Stock,NASDAQ,N
GCO,Genesco Inc. Common Stock,NYSE,N
GCTK,"GlucoTrack, Inc. - Common Stock",NASDAQ,N
GCTS,"GCT Semiconductor Holding, Inc. Common Stock",NYSE,N
GCTS.W,"GCT Semiconductor Holding, Inc. Warrants, each whole warrant exercisable for one share of Common Stock at an exercise price of $11.50",NYSE,N
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The) Common Stock",NYSE,N
GD,General Dynamics Corporation Common Stock,NYSE,N
GDC,GD Culture Group Limited - Common Stock,NASDAQ,N
GDDY,GoDaddy Inc. Class A Common Stock,NYSE,N
GDO,Western Asset Global Corporate Opportunity Fund Inc. Common Stock,NYSE,N
GDOT,"Green Dot Corporation Class A Common Stock, $0.001 par value",NYSE,N
GDRX,"GoodRx Holdings, Inc. - Class A Common Stock",NASDAQ,N
GDYN,"Grid Dynamics Holdings, Inc. - Class A Common Stock",NASDAQ,N
GE,GE Aerospace Common Stock,NYSE,N
GEF,Greif Inc. Class A Common Stock,NYSE,N
GEF.B,"Greif, Inc. Corporation Class B Common Stock",NYSE,N
GEG,"Great Elm Group, Inc.  - Common Stock",NASDAQ,N
GEHC,GE HealthCare Technologies Inc. - Common Stock,NASDAQ,N
GEMI,"Gemini Space Station, Inc. - Class A Common Stock",NASDAQ,N
GEN,Gen Digital Inc. - Common Stock,NASDAQ,N
GENB,"Generate Biomedicines, Inc. - Common Stock",NASDAQ,N
GENK,"GEN Restaurant Group, Inc. - Class A Common Stock",NASDAQ,N
GEOS,Geospace Technologies Corporation - Common Stock,NASDAQ,N
GERN,Geron Corporation - Common Stock,NASDAQ,N
GETY,"Getty Images Holdings, Inc. Class A Common Stock",NYSE,N
GEV,GE Vernova Inc. Common Stock,NYSE,N
GEVO,"Gevo, Inc. - Common Stock",NASDAQ,N
GF,"New Germany Fund, Inc. (The) Common Stock",NYSE,N
GFF,Griffon Corporation Common Stock,NYSE,N
GGB,Gerdau S.A. Common Stock,NYSE,N
GGG,Graco Inc. Common Stock,NYSE,N
GGRP,"The Glimpse Group, Inc. - Common Stock",NASDAQ,N
GGT,"Gabelli Multi-Media Trust, Inc. (The) Common Stock",NYSE,N
GH,"Guardant Health, Inc. - Common Stock",NASDAQ,N
GHC,Graham Holdings Company Common Stock,NYSE,N
GHM,Graham Corporation Common Stock,NYSE,N
GIB,CGI Inc. Common Stock,NYSE,N
GIC,Global Industrial Company Common Stock,NYSE,N
GIFT,"Giftify, Inc. - Common Stock",NASDAQ,N
GIII,"G-III Apparel Group, LTD. - Common Stock",NASDAQ,N
GIL,"Gildan Activewear, Inc. Class A Sub. Vot. Common Stock",NYSE,N
GILD,"Gilead Sciences, Inc. - Common Stock",NASDAQ,N
GIPR,Generation Income Properties Inc. - Common stock,NASDAQ,N
GIS,"General Mills, Inc. Common Stock",NYSE,N
GITS,"Global Interactive Technologies, Inc. Common Stock - Common Stock",NASDAQ,N
GKOS,Glaukos Corporation Common Stock,NYSE,N
GL,Globe Life Inc. Common Stock,NYSE,N
GLBS,Globus Maritime Limited - Common Stock,NASDAQ,N
GLIBA,Liberty Capital Corporation - Series A GCI Group Common Stock,NASDAQ,N
GLIBK,Liberty Capital Corporation - Series C GCI Group Common Stock,NASDAQ,N
GLND,Greenland Energy Company - Common Stock,NASDAQ,N
GLOO,"Gloo Holdings, Inc. - Common Stock",NASDAQ,N
GLPI,"Gaming and Leisure Properties, Inc. - Common Stock",NASDAQ,N
GLSI,"Greenwich LifeSciences, Inc. - Common stock",NASDAQ,N
GLUE,"Monte Rosa Therapeutics, Inc. - Common Stock",NASDAQ,N
GLW,Corning Incorporated Common Stock,NYSE,N
GLXY,Galaxy Digital Inc. - Class A common stock,NASDAQ,N
GM,General Motors Company Common Stock,NYSE,N
GME,GameStop Corporation Common Stock,NYSE,N
GME.W,GameStop Corporation Warrants to Purchase Common Stock,NYSE,N
GMED,"Globus Medical, Inc. Class A Common Stock",NYSE,N
GMRS,GMR Solutions Inc. Class A Common Stock,NYSE,N
GNE,Genie Energy Ltd. Class B Common Stock Stock,NYSE,N
GNL,"Global Net Lease, Inc. Common Stock",NYSE,N
GNLN,"Greenlane Holdings, Inc. - Class A Common Stock",NASDAQ,N
GNLX,Genelux Corporation - Common Stock,NASDAQ,N
GNPX,"Genprex, Inc. - Common Stock",NASDAQ,N
GNRC,Generac Holdlings Inc. Common Stock,NYSE,N
GNSS,Genasys Inc. - Common Stock,NASDAQ,N
GNTX,Gentex Corporation - Common Stock,NASDAQ,N
GNW,Genworth Financial Inc Common Stock,NYSE,N
GO,Grocery Outlet Holding Corp. - Common Stock,NASDAQ,N
GOAI,Eva Live Inc. - Common Stock,NASDAQ,N
GOGO,Gogo Inc. - Common Stock,NASDAQ,N
GOLD,"Gold.com, Inc. Common Stock",NYSE,N
GOLF,Acushnet Holdings Corp. Common Stock,NYSE,N
GOOGL,Alphabet Inc. - Class A Common Stock,NASDAQ,N
GOSS,"Gossamer Bio, Inc. - Common Stock",NASDAQ,N
GOVX,"GeoVax Labs, Inc. - Common Stock",NASDAQ,N
GPC,Genuine Parts Company Common Stock,NYSE,N
GPGI,"GPGI, Inc. Class A Common Stock",NYSE,N
GPI,"Group 1 Automotive, Inc. Common Stock",NYSE,N
GPMT,Granite Point Mortgage Trust Inc. Common Stock,NYSE,N
GPN,Global Payments Inc. Common Stock,NYSE,N
GPRE,"Green Plains, Inc. - Common Stock",NASDAQ,N
GPRO,"GoPro, Inc. - Class A Common Stock",NASDAQ,N
GRAL,"GRAIL, Inc. - Common Stock",NASDAQ,N
GRBK,"Green Brick Partners, Inc. Common Stock",NYSE,N
GRC,Gorman-Rupp Company (The) Common Stock,NYSE,N
GRCE,"Grace Therapeutics, Inc. - Common Stock",NASDAQ,N
GRDN,"Guardian Pharmacy Services, Inc. Class A Common Stock",NYSE,N
GRDX,GridAI Technologies Corp.  - Common Stock,NASDAQ,N
GREE,Greenidge Generation Holdings Inc. - Class A Common Stock,NASDAQ,N
GRI,"GRI Bio, Inc. - Common Stock",NASDAQ,N
GRML,Greenland Mines Ltd - Common Stock,NASDAQ,N
GRMN,Garmin Ltd. Common Stock (Switzerland),NYSE,N
GRND,Grindr Inc. Common Stock,NYSE,N
GRNQ,Greenpro Capital Corp. - Common Stock,NASDAQ,N
GRNT,"Granite Ridge Resources, Inc. Common Stock",NYSE,N
GROV,"Grove Collaborative Holdings, Inc. Class A Common Stock",NYSE,N
GROW,"U.S. Global Investors, Inc. - Class A Common Stock",NASDAQ,N
GRPN,"Groupon, Inc. - Common Stock",NASDAQ,N
GRWG,GrowGeneration Corp. - Common Stock,NASDAQ,N
GS,"Goldman Sachs Group, Inc. (The) Common Stock",NYSE,N
GSAT,"Globalstar, Inc. - Common Stock",NASDAQ,N
GSBC,"Great Southern Bancorp, Inc. - Common Stock",NASDAQ,N
GSBD,"Goldman Sachs BDC, Inc. Common Stock",NYSE,N
GSHD,"Goosehead Insurance, Inc. - Class A Common Stock",NASDAQ,N
GSIT,"GSI Technology, Inc. - Common Stock",NASDAQ,N
GT,The Goodyear Tire & Rubber Company - Common Stock,NASDAQ,N
GTBP,"GT Biopharma, Inc. - Common Stock",NASDAQ,N
GTIM,Good Times Restaurants Inc. - Common Stock,NASDAQ,N
GTLB,GitLab Inc. - Class A Common Stock,NASDAQ,N
GTLS,"Chart Industries, Inc. Common Stock",NYSE,N
GTM,ZoomInfo Technologies Inc. - Common Stock,NASDAQ,N
GTN,"Gray Media, Inc. Common Stock",NYSE,N
GTN.A,"Gray Media, Inc. Class A Common Stock",NYSE,N
GTX,Garrett Motion Inc. - Common Stock,NASDAQ,N
GTY,Getty Realty Corporation Common Stock,NYSE,N
GURE,"Gulf Resources, Inc. - Common Stock",NASDAQ,N
GUT,Gabelli Utility Trust (The) Common Stock,NYSE,N
GUTS,"Fractyl Health, Inc. - Common Stock",NASDAQ,N
GVA,Granite Construction Incorporated Common Stock,NYSE,N
GWAV,"Greenwave Technology Solutions, Inc. - Common Stock",NASDAQ,N
GWH,"ESS Tech, Inc. Common Stock",NYSE,N
GWRE,"Guidewire Software, Inc. Common Stock",NYSE,N
GWRS,"Global Water Resources, Inc. - common stock",NASDAQ,N
GWW,"W.W. Grainger, Inc. Common Stock",NYSE,N
GXAI,Gaxos.ai Inc. - Common Stock,NASDAQ,N
GXO,"GXO Logistics, Inc. Common Stock ",NYSE,N
GYRE,"Gyre Therapeutics, Inc. - Common Stock",NASDAQ,N
GYRO,"Gyrodyne , LLC - Common Stock",NASDAQ,N
H,Hyatt Hotels Corporation Class A Common Stock,NYSE,N
HAE,Haemonetics Corporation Common Stock,NYSE,N
HAFC,Hanmi Financial Corporation - Common Stock,NASDAQ,N
HAIN,"The Hain Celestial Group, Inc. - Common Stock",NASDAQ,N
HAL,Halliburton Company Common Stock,NYSE,N
HALO,"Halozyme Therapeutics, Inc. - Common Stock",NASDAQ,N
HAPN,"Happen, Inc. - Common Stock",NASDAQ,N
HAS,"Hasbro, Inc. - Common Stock",NASDAQ,N
HASI,"HA Sustainable Infrastructure Capital, Inc. Common Stock",NYSE,N
HAWK,"HawkEye 360, Inc. Common Stock",NYSE,N
HAYW,"Hayward Holdings, Inc. Common Stock",NYSE,N
HBAN,Huntington Bancshares Incorporated - Common Stock,NASDAQ,N
HBB,Hamilton Beach Brands Holding Company Class A Common Stock ,NYSE,N
HBCP,"Home Bancorp, Inc. - Common Stock",NASDAQ,N
HBIO,"Harvard Bioscience, Inc. - Common Stock",NASDAQ,N
HBNC,"Horizon Bancorp, Inc. - Common Stock",NASDAQ,N
HBT,"HBT Financial, Inc. - Common Stock",NASDAQ,N
HCA,"HCA Healthcare, Inc. Common Stock",NYSE,N
HCAT,"Health Catalyst, Inc - Common stock",NASDAQ,N
HCC,"Warrior Met Coal, Inc. Common Stock",NYSE,N
HCI,"HCI Group, Inc. Common Stock",NYSE,N
HCKT,"The Hackett Group, Inc. - Common Stock",NASDAQ,N
HCSG,"Healthcare Services Group, Inc. - Common Stock",NASDAQ,N
HCTI,"Healthcare Triangle, Inc. - Common Stock",NASDAQ,N
HCWB,HCW Biologics Inc. - Common Stock,NASDAQ,N
HD,"Home Depot, Inc. (The) Common Stock",NYSE,N
HDB,HDFC Bank Limited Common Stock,NYSE,N
HDRN,"Hadron Energy, Inc. - Common Stock",NASDAQ,N
HDSN,"Hudson Technologies, Inc. - Common Stock",NASDAQ,N
HE,"Hawaiian Electric Industries, Inc. Common Stock",NYSE,N
HEI,Heico Corporation Common Stock,NYSE,N
HEI.A,Heico Corporation Common Stock,NYSE,N
HELE,Helen of Troy Limited - Common Stock,NASDAQ,N
HELP,Cybin Inc. - Common Stock,NASDAQ,N
HFBL,"Home Federal Bancorp, Inc. of Louisiana - Common Stock",NASDAQ,N
HFFG,HF Foods Group Inc. - Common Stock,NASDAQ,N
HFWA,Heritage Financial Corporation - Common Stock,NASDAQ,N
HGBL,Heritage Global Inc. - Common Stock,NASDAQ,N
HGLB,Highland Global Allocation Fund Common Stock,NYSE,N
HGTY,"Hagerty, Inc. Class A Common Stock",NYSE,N
HGV,Hilton Grand Vacations Inc. Common Stock ,NYSE,N
HHH,Howard Hughes Holdings Inc. Common Stock,NYSE,N
HHS,"Harte Hanks, Inc. - Common Stock",NASDAQ,N
HIFS,Hingham Institution for Savings - Common Stock,NASDAQ,N
HIG,"The Hartford Insurance Group, Inc. Common Stock",NYSE,N
HIHO,Highway Holdings Limited - Common Stock,NASDAQ,N
HII,"Huntington Ingalls Industries, Inc. Common Stock",NYSE,N
HIMS,"Hims & Hers Health, Inc. Class A Common Stock",NYSE,N
HIND,"Vyome Holdings, Inc. - Common Stock",NASDAQ,N
HIO,"Western Asset High Income Opportunity Fund, Inc. Common Stock",NYSE,N
HIPO,Hippo Holdings Inc. Common Stock,NYSE,N
HIT,"Health In Tech, Inc. - Class A Common Stock",NASDAQ,N
HIW,"Highwoods Properties, Inc. Common Stock",NYSE,N
HIX,Western Asset High Income Fund II Inc. Common Stock,NYSE,N
HL,Hecla Mining Company Common Stock,NYSE,N
HLI,"Houlihan Lokey, Inc. Class A Common Stock",NYSE,N
HLIO,"Helios Technologies, Inc. Common Stock",NYSE,N
HLIT,Harmonic Inc. - Common Stock,NASDAQ,N
HLLY,Holley Inc. Common Stock,NYSE,N
HLMN,Hillman Solutions Corp. - Common Stock,NASDAQ,N
